event_type,event_cause,corridor,zone,police_station,veh_type,hour,day_of_week,month,is_weekend,is_peak_hour,priority,requires_road_closure,resolution_minutes,time_unspecified,cause_speed
unplanned,water_logging,mysore road,unknown,cubbon park,unknown,7.0,5.0,4.0,1,1,High,False,5642.406143316666,0,slow
unplanned,water_logging,mysore road,unknown,byatarayanapura,unknown,7.0,5.0,4.0,1,1,High,False,14.584563283333331,0,slow
unplanned,water_logging,mysore road,unknown,cubbon park,unknown,7.0,5.0,4.0,1,1,High,False,5642.447306733333,0,slow
unplanned,water_logging,orr west 1,unknown,j.p. nagar,unknown,7.0,5.0,4.0,1,1,High,False,16721.59540315,0,slow
unplanned,water_logging,varthur road,unknown,hal old airport,unknown,7.0,5.0,4.0,1,1,High,False,19520.157966466668,0,slow
unplanned,water_logging,non-corridor,unknown,basavanagudi,unknown,7.0,5.0,4.0,1,1,Low,False,,0,slow
unplanned,tree_fall,non-corridor,unknown,banaswadi,unknown,7.0,5.0,4.0,1,1,Low,False,,0,fast
unplanned,vehicle_breakdown,mysore road,unknown,cubbon park,bmtc_bus,5.0,5.0,4.0,1,1,High,False,,0,fast
unplanned,water_logging,orr east 1,unknown,hal old airport,unknown,7.0,5.0,4.0,1,1,High,False,,0,slow
unplanned,water_logging,varthur road,unknown,whitefield,unknown,7.0,5.0,4.0,1,1,High,False,5662.36376305,0,slow
unplanned,water_logging,mysore road,unknown,cubbon park,unknown,7.0,5.0,4.0,1,1,High,False,,0,slow
unplanned,accident,non-corridor,unknown,thalagattapura,unknown,6.0,5.0,4.0,1,1,Low,False,,0,fast
unplanned,water_logging,varthur road,unknown,hal old airport,unknown,7.0,5.0,4.0,1,1,High,False,35.91581583333333,0,slow
unplanned,water_logging,non-corridor,unknown,whitefield,unknown,7.0,5.0,4.0,1,1,Low,False,,0,slow
unplanned,others,non-corridor,unknown,vijayanagara,unknown,7.0,5.0,4.0,1,1,Low,True,1403.7603150166665,0,fast
planned,tree_fall,non-corridor,unknown,kengeri,unknown,7.0,5.0,4.0,1,1,Low,True,,0,fast
unplanned,others,non-corridor,unknown,high ground,unknown,7.0,5.0,4.0,1,1,Low,False,,0,fast
unplanned,tree_fall,non-corridor,unknown,yeshwanthpura,unknown,7.0,5.0,4.0,1,1,Low,False,64.03180449999999,0,fast
unplanned,tree_fall,non-corridor,unknown,malleshwaram,unknown,7.0,5.0,4.0,1,1,Low,True,77.13955258333334,0,fast
unplanned,water_logging,non-corridor,unknown,whitefield,unknown,8.0,5.0,4.0,1,0,Low,False,13700.832331033334,0,slow
unplanned,water_logging,non-corridor,unknown,whitefield,unknown,8.0,5.0,4.0,1,0,Low,False,13700.209654616669,0,slow
unplanned,pot_holes,orr east 1,unknown,hal old airport,unknown,8.0,5.0,4.0,1,0,High,False,,0,slow
unplanned,pot_holes,orr east 1,unknown,hal old airport,unknown,8.0,5.0,4.0,1,0,High,False,,0,slow
unplanned,pot_holes,orr east 1,unknown,hal old airport,unknown,8.0,5.0,4.0,1,0,High,False,,0,slow
unplanned,pot_holes,orr east 1,unknown,hal old airport,unknown,8.0,5.0,4.0,1,0,High,False,,0,slow
unplanned,pot_holes,orr east 1,unknown,hal old airport,unknown,8.0,5.0,4.0,1,0,High,False,,0,slow
unplanned,pot_holes,non-corridor,unknown,cubbon park,unknown,9.0,5.0,4.0,1,0,Low,False,,0,slow
unplanned,vehicle_breakdown,tumkur road,unknown,yeshwanthpura,lcv,8.0,5.0,4.0,1,0,High,False,16.6484411,0,fast
unplanned,pot_holes,bellary road 1,unknown,high ground,unknown,9.0,5.0,4.0,1,0,High,False,,0,slow
unplanned,vehicle_breakdown,non-corridor,unknown,electronic city,heavy_vehicle,10.0,5.0,4.0,1,0,Low,False,,0,fast
unplanned,pot_holes,orr east 1,unknown,hal old airport,unknown,8.0,5.0,4.0,1,0,High,False,,0,slow
unplanned,pot_holes,orr east 1,unknown,hal old airport,unknown,8.0,5.0,4.0,1,0,High,False,,0,slow
unplanned,vehicle_breakdown,orr east 2,unknown,hal old airport,heavy_vehicle,18.0,5.0,4.0,1,0,High,False,,0,fast
unplanned,pot_holes,orr east 1,unknown,hal old airport,unknown,8.0,5.0,4.0,1,0,High,False,,0,slow
unplanned,vehicle_breakdown,non-corridor,unknown,halasuru gate,private_car,7.0,5.0,4.0,1,1,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,halasuru gate,bmtc_bus,7.0,5.0,4.0,1,1,Low,True,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,chamarajpet,private_bus,7.0,5.0,4.0,1,1,Low,False,,0,fast
unplanned,pot_holes,orr east 1,unknown,hal old airport,unknown,8.0,5.0,4.0,1,0,High,False,,0,slow
unplanned,vehicle_breakdown,non-corridor,unknown,sadashivanagar,private_car,18.0,5.0,4.0,1,0,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,mahadevapura,heavy_vehicle,18.0,5.0,4.0,1,0,Low,False,15.931807983333334,0,fast
unplanned,pot_holes,non-corridor,unknown,pulikeshinagar(f.town),unknown,19.0,5.0,4.0,1,1,Low,False,,0,slow
unplanned,pot_holes,orr east 1,unknown,hal old airport,unknown,8.0,5.0,4.0,1,0,High,False,,0,slow
unplanned,pot_holes,non-corridor,unknown,pulikeshinagar(f.town),unknown,19.0,5.0,4.0,1,1,Low,False,,0,slow
unplanned,pot_holes,non-corridor,unknown,pulikeshinagar(f.town),unknown,19.0,5.0,4.0,1,1,Low,False,,0,slow
unplanned,vehicle_breakdown,old madras road,unknown,jeevanbheemanagar,others,19.0,5.0,4.0,1,1,High,False,35.37574233333333,0,fast
unplanned,pot_holes,west of chord road,unknown,rajajinagar,unknown,19.0,5.0,4.0,1,1,High,False,,0,slow
unplanned,vehicle_breakdown,old madras road,unknown,halasur,others,19.0,5.0,4.0,1,1,High,False,21.099181166666664,0,fast
unplanned,tree_fall,old madras road,unknown,halasur,unknown,19.0,5.0,4.0,1,1,High,False,54.21143968333333,0,fast
unplanned,others,old madras road,unknown,jeevanbheemanagar,unknown,19.0,5.0,4.0,1,1,High,False,623.1539982833333,0,fast
unplanned,pot_holes,orr east 1,unknown,hal old airport,unknown,8.0,5.0,4.0,1,0,High,False,,0,slow
unplanned,vehicle_breakdown,non-corridor,unknown,chikkabanavara,lcv,20.0,5.0,4.0,1,1,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,halasuru gate,private_bus,18.0,5.0,4.0,1,0,Low,False,,0,fast
unplanned,pot_holes,orr east 1,unknown,hal old airport,unknown,8.0,5.0,4.0,1,0,High,False,,0,slow
unplanned,tree_fall,non-corridor,unknown,malleshwaram,unknown,20.0,5.0,4.0,1,1,Low,True,38.38311856666667,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,jnanabharathi,bmtc_bus,21.0,5.0,4.0,1,1,Low,False,48.38570516666667,0,fast
unplanned,water_logging,non-corridor,unknown,high ground,unknown,21.0,5.0,4.0,1,1,Low,False,100.9754557,0,slow
unplanned,tree_fall,non-corridor,unknown,banashankari,unknown,21.0,5.0,4.0,1,1,Low,False,17496.695538649998,0,fast
unplanned,pot_holes,orr east 1,unknown,hal old airport,unknown,8.0,5.0,4.0,1,0,High,False,,0,slow
unplanned,vehicle_breakdown,hosur road,unknown,ashok nagar,others,18.0,5.0,4.0,1,0,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,thalagattapura,heavy_vehicle,19.0,5.0,4.0,1,1,Low,False,,0,fast
unplanned,construction,orr north 1,unknown,hennuru,unknown,22.0,5.0,4.0,1,1,High,False,,0,slow
unplanned,pot_holes,non-corridor,unknown,basavanagudi,unknown,22.0,5.0,4.0,1,1,Low,False,,0,slow
unplanned,vehicle_breakdown,old madras road,unknown,shivajinagar,private_car,21.0,5.0,4.0,1,1,High,False,93.39061898333333,0,fast
unplanned,others,non-corridor,unknown,byatarayanapura,unknown,23.0,5.0,4.0,1,0,Low,False,,0,fast
unplanned,pot_holes,cbd 2,unknown,shivajinagar,unknown,22.0,5.0,4.0,1,1,High,False,,0,slow
unplanned,tree_fall,bannerghata road,unknown,jayanagara,unknown,22.0,5.0,4.0,1,1,High,True,30.045177533333334,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,rajajinagar,others,21.0,5.0,4.0,1,1,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,k.r. pura,heavy_vehicle,23.0,5.0,4.0,1,0,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,k.r. pura,truck,23.0,5.0,4.0,1,0,Low,False,,0,fast
planned,construction,non-corridor,unknown,basavanagudi,unknown,22.0,5.0,4.0,1,1,Low,False,,0,slow
unplanned,vehicle_breakdown,mysore road,unknown,halasuru gate,bmtc_bus,23.0,5.0,4.0,1,0,High,False,86.21060556666666,0,fast
unplanned,road_conditions,non-corridor,unknown,jayanagara,unknown,0.0,6.0,4.0,1,0,Low,False,,0,slow
unplanned,vehicle_breakdown,west of chord road,unknown,byatarayanapura,lcv,23.0,5.0,4.0,1,0,High,False,,0,fast
unplanned,tree_fall,mysore road,unknown,ashok nagar,unknown,0.0,6.0,4.0,1,0,High,False,,0,fast
unplanned,road_conditions,non-corridor,unknown,jayanagara,unknown,0.0,6.0,4.0,1,0,Low,False,,0,slow
unplanned,vehicle_breakdown,non-corridor,unknown,k.g. halli,bmtc_bus,22.0,5.0,4.0,1,1,Low,True,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,thalagattapura,heavy_vehicle,0.0,6.0,4.0,1,0,Low,False,13.937764283333332,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,rajajinagar,lcv,0.0,6.0,4.0,1,0,Low,False,21.3044091,0,fast
unplanned,vehicle_breakdown,old madras road,unknown,banaswadi,bmtc_bus,0.0,6.0,4.0,1,0,High,False,,0,fast
unplanned,vehicle_breakdown,mysore road,unknown,byatarayanapura,heavy_vehicle,0.0,6.0,4.0,1,0,High,False,,0,fast
unplanned,others,mysore road,unknown,kengeri,unknown,0.0,6.0,4.0,1,0,High,True,306.1306395666667,0,fast
planned,construction,orr east 2,unknown,hal old airport,unknown,2.0,6.0,4.0,1,0,High,False,,0,slow
unplanned,vehicle_breakdown,cbd 2,unknown,cubbon park,truck,1.0,6.0,4.0,1,0,High,False,4.8932102,0,fast
unplanned,vehicle_breakdown,bellary road 1,unknown,sadashivanagar,private_car,1.0,6.0,4.0,1,0,High,False,62.002885516666666,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,electronic city,heavy_vehicle,2.0,6.0,4.0,1,0,Low,False,16.351039883333335,0,fast
unplanned,road_conditions,non-corridor,unknown,banashankari,unknown,2.0,6.0,4.0,1,0,Low,False,,0,slow
unplanned,vehicle_breakdown,non-corridor,unknown,chamarajpet,bmtc_bus,23.0,5.0,4.0,1,0,Low,True,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,electronic city,heavy_vehicle,0.0,6.0,4.0,1,0,Low,False,,0,fast
unplanned,vehicle_breakdown,tumkur road,unknown,peenya,heavy_vehicle,2.0,6.0,4.0,1,0,High,False,100.47900773333336,0,fast
unplanned,vehicle_breakdown,cbd 2,unknown,cubbon park,others,3.0,6.0,4.0,1,0,High,False,6.410764866666667,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,adugodi,bmtc_bus,3.0,6.0,4.0,1,0,Low,False,149.70177753333334,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,byatarayanapura,bmtc_bus,23.0,5.0,4.0,1,0,Low,False,,0,fast
unplanned,others,non-corridor,unknown,k.r. pura,unknown,2.0,6.0,4.0,1,0,Low,False,31.60635735,0,fast
unplanned,vehicle_breakdown,magadi road,unknown,magadi road,others,0.0,6.0,4.0,1,0,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,jnanabharathi,heavy_vehicle,4.0,6.0,4.0,1,0,Low,False,42.76717533333333,0,fast
unplanned,vehicle_breakdown,mysore road,unknown,ashok nagar,lcv,2.0,6.0,4.0,1,0,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,electronic city,private_car,4.0,6.0,4.0,1,0,Low,False,82.94842686666667,0,fast
unplanned,pot_holes,old madras road,unknown,halasur,unknown,3.0,6.0,4.0,1,0,High,False,4444.951326083334,0,slow
unplanned,vehicle_breakdown,west of chord road,unknown,byatarayanapura,lcv,1.0,6.0,4.0,1,0,High,True,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,k.r. pura,heavy_vehicle,4.0,6.0,4.0,1,0,Low,False,,0,fast
unplanned,vehicle_breakdown,orr west 1,unknown,byatarayanapura,heavy_vehicle,1.0,6.0,4.0,1,0,High,False,,0,fast
unplanned,vehicle_breakdown,magadi road,unknown,magadi road,bmtc_bus,1.0,6.0,4.0,1,0,High,False,,0,fast
unplanned,vehicle_breakdown,tumkur road,unknown,yeshwanthpura,bmtc_bus,4.0,6.0,4.0,1,0,High,False,117.5478197,0,fast
unplanned,vehicle_breakdown,magadi road,unknown,kamakshipalya,heavy_vehicle,4.0,6.0,4.0,1,0,High,False,82.63382763333334,0,fast
unplanned,vehicle_breakdown,tumkur road,unknown,peenya,heavy_vehicle,5.0,6.0,4.0,1,1,High,False,9.90734335,0,fast
unplanned,accident,tumkur road,unknown,peenya,unknown,5.0,6.0,4.0,1,1,High,False,26.873762566666667,0,fast
unplanned,vehicle_breakdown,irr(thanisandra road),unknown,jeevanbheemanagar,bmtc_bus,4.0,6.0,4.0,1,0,High,False,60.60606776666667,0,fast
unplanned,vehicle_breakdown,bellary road 1,unknown,r.t. nagar,others,5.0,6.0,4.0,1,1,High,False,,0,fast
unplanned,pot_holes,mysore road,unknown,byatarayanapura,unknown,5.0,6.0,4.0,1,1,High,False,,0,slow
unplanned,pot_holes,non-corridor,unknown,basavanagudi,unknown,6.0,6.0,4.0,1,1,Low,False,103.51557583333332,0,slow
unplanned,water_logging,non-corridor,unknown,r.t. nagar,unknown,5.0,6.0,4.0,1,1,Low,False,,0,slow
unplanned,vehicle_breakdown,mysore road,unknown,halasuru gate,lcv,6.0,6.0,4.0,1,1,High,False,103.61959628333334,0,fast
unplanned,water_logging,non-corridor,unknown,sheshadripuram,unknown,6.0,6.0,4.0,1,1,Low,False,,0,slow
unplanned,tree_fall,non-corridor,unknown,sadashivanagar,unknown,6.0,6.0,4.0,1,1,Low,True,53.07258183333333,0,fast
unplanned,vehicle_breakdown,bellary road 1,unknown,sadashivanagar,ksrtc_bus,7.0,6.0,4.0,1,1,High,False,116.56037328333332,0,fast
unplanned,construction,non-corridor,unknown,hal old airport,unknown,6.0,6.0,4.0,1,1,Low,True,,0,slow
unplanned,water_logging,magadi road,unknown,kamakshipalya,unknown,6.0,6.0,4.0,1,1,High,False,256.12679966666667,0,slow
unplanned,water_logging,orr north 1,unknown,banaswadi,unknown,7.0,6.0,4.0,1,1,High,False,,0,slow
unplanned,water_logging,west of chord road,unknown,rajajinagar,unknown,6.0,6.0,4.0,1,1,High,False,,0,slow
unplanned,tree_fall,bellary road 1,unknown,sadashivanagar,unknown,6.0,6.0,4.0,1,1,High,False,1266.6776086833331,0,fast
unplanned,water_logging,bellary road 1,unknown,high ground,unknown,5.0,6.0,4.0,1,1,High,False,2756.454794866667,0,slow
unplanned,tree_fall,non-corridor,unknown,sadashivanagar,unknown,7.0,6.0,4.0,1,1,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,kamakshipalya,private_car,4.0,6.0,4.0,1,0,Low,False,,0,fast
unplanned,tree_fall,non-corridor,unknown,sadashivanagar,unknown,7.0,6.0,4.0,1,1,Low,True,,0,fast
unplanned,vehicle_breakdown,orr west 1,unknown,banashankari,bmtc_bus,7.0,6.0,4.0,1,1,High,False,42.17753376666667,0,fast
unplanned,vehicle_breakdown,mysore road,unknown,chamarajpet,bmtc_bus,8.0,6.0,4.0,1,0,High,True,,0,fast
unplanned,vehicle_breakdown,airport new south road,unknown,banaswadi,heavy_vehicle,8.0,6.0,4.0,1,0,High,False,,0,fast
unplanned,tree_fall,non-corridor,unknown,sadashivanagar,unknown,8.0,6.0,4.0,1,0,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,banashankari,bmtc_bus,8.0,6.0,4.0,1,0,Low,False,49.50281723333333,0,fast
unplanned,vehicle_breakdown,magadi road,unknown,magadi road,bmtc_bus,7.0,6.0,4.0,1,1,High,False,,0,fast
unplanned,tree_fall,orr west 1,unknown,j.p. nagar,unknown,9.0,6.0,4.0,1,0,High,False,,0,fast
unplanned,vehicle_breakdown,orr north 2,unknown,jalahalli,heavy_vehicle,9.0,6.0,4.0,1,0,High,False,59.8490193,0,fast
unplanned,vehicle_breakdown,tumkur road,unknown,yeshwanthpura,lcv,6.0,6.0,4.0,1,1,High,False,,0,fast
unplanned,tree_fall,non-corridor,unknown,sadashivanagar,unknown,10.0,6.0,4.0,1,0,Low,True,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,jnanabharathi,truck,8.0,6.0,4.0,1,0,Low,False,,0,fast
planned,construction,varthur road,unknown,hal old airport,unknown,8.0,3.0,3.0,0,0,High,True,,1,slow
unplanned,vehicle_breakdown,mysore road,unknown,chamarajpet,heavy_vehicle,19.0,6.0,4.0,1,1,High,False,49.95916433333333,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,jalahalli,private_bus,9.0,6.0,4.0,1,0,Low,False,,0,fast
planned,construction,non-corridor,north zone 1,banaswadi,unknown,8.0,3.0,3.0,0,0,Low,True,,1,slow
unplanned,vehicle_breakdown,non-corridor,unknown,yelahanka,heavy_vehicle,9.0,6.0,4.0,1,0,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,jnanabharathi,truck,9.0,6.0,4.0,1,0,Low,False,,0,fast
unplanned,vehicle_breakdown,west of chord road,unknown,rajajinagar,ksrtc_bus,9.0,6.0,4.0,1,0,High,False,,0,fast
planned,procession,non-corridor,unknown,malleshwaram,unknown,20.0,6.0,4.0,1,1,Low,False,91.63820131666668,0,fast
unplanned,vehicle_breakdown,orr west 1,unknown,banashankari,heavy_vehicle,20.0,6.0,4.0,1,1,High,False,,0,fast
unplanned,construction,non-corridor,unknown,basavanagudi,unknown,21.0,6.0,4.0,1,1,Low,False,,0,slow
unplanned,vehicle_breakdown,mysore road,unknown,byatarayanapura,heavy_vehicle,18.0,6.0,4.0,1,0,High,False,,0,fast
unplanned,vehicle_breakdown,magadi road,unknown,kamakshipalya,heavy_vehicle,19.0,6.0,4.0,1,1,High,False,,0,fast
unplanned,vehicle_breakdown,bellary road 1,unknown,high ground,truck,18.0,6.0,4.0,1,0,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,chikkabanavara,heavy_vehicle,20.0,6.0,4.0,1,1,Low,False,,0,fast
unplanned,vehicle_breakdown,bellary road 1,unknown,sadashivanagar,bmtc_bus,21.0,6.0,4.0,1,1,High,False,10.468071333333334,0,fast
unplanned,vehicle_breakdown,bellary road 1,unknown,sadashivanagar,lcv,20.0,6.0,4.0,1,1,High,False,,0,fast
unplanned,pot_holes,mysore road,unknown,halasuru gate,unknown,23.0,6.0,4.0,1,0,High,False,,0,slow
unplanned,vehicle_breakdown,tumkur road,unknown,chikkabanavara,others,20.0,6.0,4.0,1,1,High,False,,0,fast
unplanned,pot_holes,non-corridor,unknown,basavanagudi,unknown,23.0,6.0,4.0,1,0,Low,False,,0,slow
unplanned,others,non-corridor,unknown,r.t. nagar,unknown,1.0,0.0,4.0,0,0,Low,False,,0,fast
unplanned,pot_holes,magadi road,unknown,kamakshipalya,unknown,1.0,0.0,4.0,0,0,High,False,,0,slow
unplanned,vehicle_breakdown,orr north 2,unknown,jalahalli,lcv,22.0,6.0,4.0,1,1,High,False,,0,fast
unplanned,vehicle_breakdown,magadi road,unknown,kamakshipalya,others,0.0,0.0,4.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,bellary road 2,unknown,chikkajala,heavy_vehicle,22.0,6.0,4.0,1,1,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,k.r. pura,private_bus,22.0,6.0,4.0,1,1,Low,False,,0,fast
unplanned,vehicle_breakdown,orr north 2,unknown,jalahalli,others,22.0,6.0,4.0,1,1,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,k.r. pura,ksrtc_bus,2.0,0.0,4.0,0,0,Low,False,16.323145383333333,0,fast
unplanned,water_logging,west of chord road,unknown,malleshwaram,unknown,9.0,0.0,4.0,0,0,High,False,12737.887007966669,0,slow
unplanned,others,non-corridor,unknown,malleshwaram,unknown,7.0,0.0,4.0,0,1,Low,False,25.01378635,0,fast
unplanned,vehicle_breakdown,old madras road,unknown,halasur,private_car,2.0,0.0,4.0,0,0,High,False,26.570824366666667,0,fast
unplanned,water_logging,cbd 2,unknown,cubbon park,unknown,3.0,0.0,4.0,0,0,High,False,,0,slow
unplanned,vehicle_breakdown,bellary road 1,unknown,sadashivanagar,bmtc_bus,3.0,0.0,4.0,0,0,High,False,51.01353958333333,0,fast
unplanned,congestion,non-corridor,unknown,whitefield,unknown,2.0,0.0,4.0,0,0,Low,False,,0,fast
unplanned,water_logging,non-corridor,unknown,electronic city,unknown,7.0,0.0,4.0,0,1,Low,False,34.769885716666664,0,slow
unplanned,vehicle_breakdown,bellary road 2,unknown,yelahanka,lcv,5.0,0.0,4.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,tumkur road,unknown,peenya,heavy_vehicle,11.0,0.0,4.0,0,0,High,False,35.686632450000005,0,fast
unplanned,accident,bellary road 1,unknown,kodigehalli,unknown,14.0,0.0,4.0,0,0,High,False,,0,fast
planned,construction,mysore road,unknown,chamarajpet,unknown,8.0,3.0,3.0,0,0,High,True,,1,slow
unplanned,vehicle_breakdown,orr north 1,unknown,banaswadi,heavy_vehicle,14.0,0.0,4.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,k.r. pura,ksrtc_bus,17.0,0.0,4.0,0,0,Low,False,,0,fast
unplanned,others,non-corridor,south zone 2,adugodi,unknown,7.0,1.0,12.0,0,1,Low,False,165530.8617442,0,fast
unplanned,vehicle_breakdown,non-corridor,east zone 2,k.r. pura,ksrtc_bus,6.0,1.0,11.0,0,1,Low,False,,0,fast
unplanned,procession,non-corridor,north zone 2,yelahanka,unknown,4.0,1.0,11.0,0,0,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,hulimavu,private_car,4.0,1.0,11.0,0,0,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,devanahalli airport,heavy_vehicle,2.0,5.0,11.0,1,0,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,kengeri,heavy_vehicle,3.0,6.0,11.0,1,0,Low,True,,0,fast
unplanned,construction,non-corridor,unknown,no police station,unknown,7.0,5.0,11.0,1,1,Low,False,,0,slow
unplanned,vehicle_breakdown,non-corridor,unknown,electronic city,heavy_vehicle,21.0,5.0,11.0,1,1,Low,False,37.67183235,0,fast
unplanned,others,non-corridor,unknown,no police station,unknown,6.0,6.0,11.0,1,1,Low,False,,0,fast
unplanned,congestion,non-corridor,west zone 1,kengeri,unknown,4.0,1.0,11.0,0,0,Low,False,,0,fast
unplanned,accident,mysore road,west zone 2,byatarayanapura,unknown,23.0,0.0,1.0,0,0,High,False,,0,fast
unplanned,other_rare,non-corridor,unknown,chikkabanavara,unknown,4.0,1.0,11.0,0,0,Low,False,,0,slow
unplanned,construction,airport new south road,north zone 1,hennuru,unknown,19.0,0.0,1.0,0,1,High,False,364.60111866666665,0,slow
unplanned,vehicle_breakdown,non-corridor,west zone 1,jnanabharathi,bmtc_bus,6.0,1.0,11.0,0,1,Low,False,92.59100211666669,0,fast
unplanned,vehicle_breakdown,bellary road 2,unknown,chikkajala,truck,6.0,5.0,11.0,1,1,High,False,133.6017457,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,no police station,bmtc_bus,23.0,0.0,11.0,0,0,Low,False,,0,fast
unplanned,construction,non-corridor,unknown,no police station,unknown,4.0,1.0,11.0,0,0,Low,False,,0,slow
unplanned,vehicle_breakdown,non-corridor,unknown,devanahalli airport,truck,5.0,1.0,11.0,0,1,Low,False,58.11503883333333,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,electronic city,heavy_vehicle,20.0,2.0,11.0,0,1,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,no police station,heavy_vehicle,21.0,2.0,11.0,0,1,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,no police station,heavy_vehicle,1.0,4.0,12.0,0,0,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,no police station,heavy_vehicle,21.0,6.0,12.0,1,1,Low,False,,0,fast
unplanned,others,non-corridor,unknown,kengeri,unknown,13.0,5.0,12.0,1,0,Low,True,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,no police station,lcv,5.0,6.0,12.0,1,1,Low,False,,0,fast
unplanned,tree_fall,bellary road 1,west zone 2,kodigehalli,unknown,1.0,1.0,1.0,0,0,High,False,235.45923915,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,electronic city,lcv,7.0,1.0,1.0,0,1,Low,False,86.67813828333333,0,fast
unplanned,vehicle_breakdown,bellary road 2,unknown,chikkajala,heavy_vehicle,22.0,2.0,12.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,electronic city,heavy_vehicle,22.0,3.0,12.0,0,1,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,no police station,bmtc_bus,8.0,4.0,12.0,0,0,Low,False,,0,fast
unplanned,construction,non-corridor,unknown,chikkajala,unknown,8.0,1.0,1.0,0,0,Low,False,1080.753416816667,0,slow
unplanned,others,non-corridor,unknown,no police station,unknown,19.0,4.0,12.0,0,1,Low,False,,0,fast
unplanned,pot_holes,non-corridor,unknown,electronic city,unknown,3.0,5.0,12.0,1,0,Low,False,,0,slow
unplanned,pot_holes,non-corridor,unknown,electronic city,unknown,3.0,5.0,12.0,1,0,Low,False,,0,slow
unplanned,pot_holes,non-corridor,unknown,electronic city,unknown,3.0,5.0,12.0,1,0,Low,False,,0,slow
unplanned,vehicle_breakdown,magadi road,west zone 1,kamakshipalya,bmtc_bus,7.0,1.0,1.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,bellary road 2,unknown,kodigehalli,bmtc_bus,20.0,5.0,12.0,1,1,High,False,,0,fast
unplanned,protest,non-corridor,unknown,no police station,unknown,4.0,1.0,11.0,0,0,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,kengeri,heavy_vehicle,6.0,6.0,12.0,1,1,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,kengeri,heavy_vehicle,6.0,6.0,12.0,1,1,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,devanahalli airport,heavy_vehicle,22.0,6.0,12.0,1,1,Low,False,,0,fast
planned,protest,non-corridor,west zone 1,no police station,unknown,4.0,1.0,11.0,0,0,Low,False,,0,fast
unplanned,accident,non-corridor,central zone 2,halasuru gate,unknown,15.0,1.0,11.0,0,0,Low,False,,0,fast
unplanned,tree_fall,non-corridor,south zone 2,bellandur,unknown,20.0,1.0,1.0,0,1,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,no police station,heavy_vehicle,1.0,1.0,12.0,0,0,Low,False,,0,fast
unplanned,others,non-corridor,unknown,no police station,unknown,4.0,1.0,12.0,0,0,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,unknown,no police station,heavy_vehicle,21.0,1.0,12.0,0,1,Low,False,,0,fast
