event_type,event_cause,corridor,zone,police_station,veh_type,hour,day_of_week,month,is_weekend,is_peak_hour,priority,requires_road_closure,resolution_minutes
unplanned,vehicle_breakdown,Magadi Road,West Zone 1,Kamakshipalya,heavy_vehicle,23.0,1.0,11.0,0,0,High,False,34.93821658333333
planned,construction,ORR East 2,East Zone 1,HAL Old Airport,unknown,21.0,2.0,12.0,0,1,High,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,No Police Station,ksrtc_bus,7.0,3.0,12.0,0,1,Low,False,
unplanned,vehicle_breakdown,Bellary Road 1,Central Zone 2,High ground,bmtc_bus,8.0,3.0,12.0,0,0,High,False,
unplanned,others,Bellary Road 1,West Zone 2,Sadashivanagar,unknown,1.0,1.0,1.0,0,0,High,True,75.32430751666668
unplanned,road_conditions,Bellary Road 1,North Zone 1,Hebbala,unknown,13.0,3.0,12.0,0,0,High,False,
unplanned,vehicle_breakdown,Non-corridor,North Zone 2,Chikkabanavara,truck,0.0,2.0,11.0,0,0,Low,False,
unplanned,vehicle_breakdown,Airport New South Road,North Zone 1,Hennuru,truck,9.0,3.0,12.0,0,0,High,False,
unplanned,others,ORR North 2,North Zone 2,Jalahalli,unknown,18.0,3.0,12.0,0,0,High,False,38141.9171995
unplanned,accident,Non-corridor,unknown,Chikkajala,unknown,2.0,1.0,1.0,0,0,Low,False,
unplanned,vehicle_breakdown,Non-corridor,East Zone 1,Whitefield,heavy_vehicle,4.0,2.0,11.0,0,0,Low,False,13.8765319
unplanned,vehicle_breakdown,Magadi Road,West Zone 1,Kamakshipalya,heavy_vehicle,4.0,1.0,1.0,0,0,High,False,
unplanned,vehicle_breakdown,Non-corridor,West Zone 1,Byatarayanapura,heavy_vehicle,19.0,3.0,12.0,0,1,Low,False,
unplanned,vehicle_breakdown,Non-corridor,East Zone 1,Whitefield,heavy_vehicle,1.0,2.0,11.0,0,0,Low,False,
unplanned,vehicle_breakdown,ORR East 1,East Zone 1,HAL Old Airport,bmtc_bus,19.0,3.0,12.0,0,1,High,False,13.849933383333333
unplanned,road_conditions,Airport New South Road,North Zone 1,Hennuru,unknown,4.0,2.0,11.0,0,0,High,True,875.3519315
unplanned,accident,ORR East 1,East Zone 1,Bellandur,unknown,5.0,2.0,11.0,0,1,High,False,29.571941783333333
unplanned,vehicle_breakdown,Non-corridor,North Zone 2,Jalahalli,private_bus,5.0,2.0,11.0,0,1,Low,False,
unplanned,vehicle_breakdown,Non-corridor,East Zone 1,Mahadevapura,bmtc_bus,6.0,2.0,11.0,0,1,Low,False,
planned,construction,ORR East 2,East Zone 1,HAL Old Airport,unknown,20.0,1.0,11.0,0,1,High,False,
unplanned,vehicle_breakdown,Non-corridor,North Zone 2,R.T. Nagar,private_bus,8.0,2.0,11.0,0,0,Low,False,
planned,construction,Bellary Road 1,North Zone 1,Kodigehalli,unknown,21.0,3.0,12.0,0,1,High,False,
unplanned,vehicle_breakdown,ORR North 2,North Zone 2,Jalahalli,lcv,21.0,3.0,12.0,0,1,High,False,
unplanned,vehicle_breakdown,Non-corridor,East Zone 2,K.R. Pura,others,5.0,1.0,1.0,0,1,Low,True,58.34383913333333
unplanned,vehicle_breakdown,Non-corridor,East Zone 1,Whitefield,truck,18.0,2.0,11.0,0,0,Low,False,
unplanned,vehicle_breakdown,Non-corridor,North Zone 1,Jalahalli,bmtc_bus,6.0,1.0,1.0,0,1,Low,False,55.27947091666667
unplanned,vehicle_breakdown,Mysore Road,Central Zone 2,Chamarajpet,bmtc_bus,22.0,3.0,12.0,0,1,High,False,62.3155683
planned,construction,ORR East 2,East Zone 1,HAL Old Airport,unknown,20.0,2.0,11.0,0,1,High,False,
unplanned,vehicle_breakdown,Non-corridor,East Zone 2,K.R. Pura,heavy_vehicle,20.0,2.0,11.0,0,1,Low,True,
unplanned,pot_holes,Non-corridor,unknown,Jayanagara,unknown,23.0,3.0,12.0,0,0,Low,False,
unplanned,vehicle_breakdown,Hosur Road,South Zone 2,Madiwala,bmtc_bus,21.0,2.0,11.0,0,1,High,False,
unplanned,vehicle_breakdown,Hennur Main Road,North Zone 1,Hennuru,bmtc_bus,4.0,1.0,1.0,0,0,High,False,
unplanned,vehicle_breakdown,Non-corridor,South Zone 1,Electronic City,bmtc_bus,6.0,1.0,1.0,0,1,Low,False,61.12860748333333
unplanned,vehicle_breakdown,Non-corridor,unknown,Electronic City,others,21.0,2.0,11.0,0,1,Low,False,98.90068815
unplanned,tree_fall,Non-corridor,West Zone 2,Sadashivanagar,unknown,7.0,1.0,1.0,0,1,Low,False,90.51336833333333
unplanned,accident,Non-corridor,East Zone 1,Bellandur,unknown,5.0,1.0,1.0,0,1,Low,False,
unplanned,vehicle_breakdown,Non-corridor,North Zone 1,Banaswadi,bmtc_bus,0.0,3.0,11.0,0,0,Low,False,
unplanned,vehicle_breakdown,Non-corridor,West Zone 1,Kengeri,bmtc_bus,0.0,3.0,11.0,0,0,Low,False,
unplanned,others,Non-corridor,unknown,Devanahalli Airport,unknown,0.0,3.0,11.0,0,0,Low,False,5387.863340333333
unplanned,vehicle_breakdown,Non-corridor,unknown,Whitefield,heavy_vehicle,1.0,3.0,11.0,0,0,Low,False,
unplanned,vehicle_breakdown,Old Airport Road,East Zone 2,Jeevanbheemanagar,bmtc_bus,22.0,2.0,11.0,0,1,High,False,
unplanned,vehicle_breakdown,ORR West 1,South Zone 1,J.P. Nagar,private_bus,5.0,1.0,1.0,0,1,High,True,
unplanned,vehicle_breakdown,Bellary Road 1,North Zone 2,Hebbala,lcv,2.0,4.0,12.0,0,0,High,False,
unplanned,vehicle_breakdown,Non-corridor,East Zone 2,K.R. Pura,lcv,6.0,1.0,1.0,0,1,Low,True,
unplanned,vehicle_breakdown,Magadi Road,West Zone 2,Kamakshipalya,lcv,8.0,1.0,1.0,0,0,High,False,49.2026263
unplanned,accident,Non-corridor,West Zone 1,Peenya,unknown,2.0,4.0,12.0,0,0,Low,False,107.37691118333333
unplanned,vehicle_breakdown,Bellary Road 1,West Zone 2,Sadashivanagar,bmtc_bus,8.0,1.0,1.0,0,0,High,False,8.5709438
unplanned,vehicle_breakdown,Non-corridor,unknown,Devanahalli Airport,heavy_vehicle,2.0,4.0,12.0,0,0,Low,False,10.310373033333333
planned,construction,ORR East 2,East Zone 1,HAL Old Airport,unknown,21.0,0.0,1.0,0,1,High,False,
unplanned,accident,Non-corridor,West Zone 1,Jnanabharathi,unknown,8.0,1.0,1.0,0,0,Low,False,
unplanned,accident,Non-corridor,West Zone 1,Jnanabharathi,unknown,8.0,1.0,1.0,0,0,Low,False,
unplanned,accident,Non-corridor,West Zone 1,Jnanabharathi,unknown,8.0,1.0,1.0,0,0,Low,False,
unplanned,vehicle_breakdown,ORR East 1,South Zone 2,HSR Layout,bmtc_bus,6.0,3.0,11.0,0,1,High,False,89.75760016666666
unplanned,vehicle_breakdown,Bellary Road 1,West Zone 2,Sadashivanagar,taxi,19.0,1.0,1.0,0,1,High,False,
unplanned,others,West of Chord Road,West Zone 2,Malleshwaram,unknown,19.0,1.0,1.0,0,1,High,False,11636.469045233333
unplanned,vehicle_breakdown,Non-corridor,West Zone 1,Rajajinagar,heavy_vehicle,6.0,3.0,11.0,0,1,Low,False,
unplanned,vehicle_breakdown,Non-corridor,West Zone 1,Peenya,heavy_vehicle,3.0,4.0,12.0,0,0,Low,False,57.23335346666667
planned,construction,Bannerghata Road,South Zone 2,J.P. Nagar,unknown,20.0,1.0,1.0,0,1,High,False,
unplanned,vehicle_breakdown,Non-corridor,East Zone 1,Whitefield,bmtc_bus,7.0,4.0,12.0,0,1,Low,False,55.859611666666666
unplanned,vehicle_breakdown,Non-corridor,North Zone 2,Yeshwanthpura,heavy_vehicle,20.0,3.0,11.0,0,1,Low,False,86.91129488333333
planned,construction,ORR East 2,East Zone 1,HAL Old Airport,unknown,20.0,3.0,11.0,0,1,High,False,
unplanned,others,Non-corridor,East Zone 2,K.R. Pura,unknown,20.0,1.0,1.0,0,1,Low,False,
unplanned,vehicle_breakdown,Non-corridor,East Zone 2,K.R. Pura,others,6.0,4.0,12.0,0,1,Low,True,91.56274088333333
unplanned,vehicle_breakdown,ORR North 2,West Zone 1,Yeshwanthpura,lcv,20.0,3.0,11.0,0,1,High,False,70.69381796666667
unplanned,others,Non-corridor,North Zone 2,Kodigehalli,unknown,21.0,3.0,11.0,0,1,Low,False,44.664516866666666
unplanned,others,Tumkur Road,North Zone 2,Yeshwanthpura,unknown,21.0,1.0,1.0,0,1,High,False,16269.432034
planned,construction,ORR East 2,East Zone 1,HAL Old Airport,unknown,21.0,3.0,12.0,0,1,High,False,
unplanned,vehicle_breakdown,ORR North 2,North Zone 2,Jalahalli,lcv,10.0,4.0,12.0,0,0,High,False,7.5481027166666665
unplanned,others,ORR North 2,North Zone 2,Jalahalli,unknown,8.0,4.0,12.0,0,0,High,False,112.90304878333333
unplanned,vehicle_breakdown,Bellary Road 1,North Zone 2,Sadashivanagar,bmtc_bus,1.0,4.0,11.0,0,0,High,False,33.71249048333333
unplanned,vehicle_breakdown,Non-corridor,unknown,No Police Station,lcv,8.0,4.0,12.0,0,0,Low,False,
unplanned,vehicle_breakdown,Non-corridor,West Zone 1,Jnanabharathi,bmtc_bus,22.0,1.0,1.0,0,1,Low,False,46.53765805
planned,public_event,Non-corridor,West Zone 1,K.S. Layout,unknown,7.0,4.0,11.0,0,1,Low,False,
unplanned,vehicle_breakdown,Bellary Road 1,West Zone 2,Sadashivanagar,bmtc_bus,19.0,4.0,12.0,0,1,High,False,52.97608373333333
unplanned,vehicle_breakdown,Non-corridor,Central Zone 1,Jeevanbheemanagar,lcv,19.0,4.0,12.0,0,1,Low,False,98.72606275
unplanned,vehicle_breakdown,Non-corridor,West Zone 1,Kengeri,bmtc_bus,20.0,4.0,11.0,0,1,Low,False,39.61189256666667
unplanned,vehicle_breakdown,Non-corridor,unknown,Chikkabanavara,bmtc_bus,21.0,4.0,11.0,0,1,Low,False,32.548574
unplanned,pot_holes,ORR East 2,East Zone 2,Mahadevapura,unknown,21.0,4.0,11.0,0,1,High,False,
unplanned,others,Bellary Road 1,Central Zone 2,High ground,unknown,22.0,4.0,11.0,0,1,High,False,452.1203694833333
unplanned,vehicle_breakdown,ORR East 2,East Zone 2,Banaswadi,bmtc_bus,20.0,4.0,12.0,0,1,High,False,
unplanned,vehicle_breakdown,ORR West 1,South Zone 1,K.S. Layout,others,22.0,1.0,1.0,0,1,High,False,
unplanned,others,ORR North 2,North Zone 2,Jalahalli,unknown,21.0,4.0,12.0,0,1,High,False,142.48538508333334
unplanned,pot_holes,Bellary Road 1,West Zone 2,Sadashivanagar,unknown,21.0,4.0,12.0,0,1,High,False,5702.2693427
unplanned,vehicle_breakdown,Non-corridor,East Zone 2,Banaswadi,heavy_vehicle,1.0,5.0,11.0,1,0,Low,False,14.0151522
unplanned,vehicle_breakdown,Non-corridor,unknown,No Police Station,lcv,20.0,4.0,12.0,0,1,Low,False,
planned,construction,Non-corridor,West Zone 2,Sadashivanagar,unknown,21.0,4.0,12.0,0,1,Low,False,
unplanned,others,Non-corridor,unknown,Chikkajala,unknown,22.0,4.0,12.0,0,1,Low,False,
unplanned,accident,Bannerghata Road,South Zone 1,Hulimavu,unknown,3.0,5.0,11.0,1,0,High,False,
unplanned,others,ORR North 2,North Zone 2,Jalahalli,unknown,2.0,5.0,11.0,1,0,High,False,205.8966446
unplanned,vehicle_breakdown,Non-corridor,unknown,Chikkajala,heavy_vehicle,1.0,2.0,1.0,0,0,Low,False,
unplanned,vehicle_breakdown,Bellary Road 1,Central Zone 2,Sadashivanagar,ksrtc_bus,5.0,5.0,11.0,1,1,High,False,94.6911131
unplanned,vehicle_breakdown,ORR East 1,East Zone 1,HAL Old Airport,heavy_vehicle,1.0,2.0,1.0,0,0,High,False,
planned,public_event,Magadi Road,West Zone 1,Kamakshipalya,unknown,6.0,5.0,11.0,1,1,High,False,
unplanned,construction,Non-corridor,unknown,No Police Station,unknown,7.0,5.0,11.0,1,1,Low,False,
unplanned,construction,Non-corridor,unknown,No Police Station,unknown,7.0,5.0,11.0,1,1,Low,False,
planned,public_event,Non-corridor,unknown,Electronic City,unknown,,,,0,0,Low,True,
unplanned,vehicle_breakdown,Non-corridor,South Zone 1,Electronic City,lcv,5.0,2.0,1.0,0,1,Low,False,17.692932883333334
unplanned,accident,Non-corridor,North Zone 2,Yelahanka,unknown,9.0,5.0,11.0,1,0,Low,False,26.38407085
unplanned,accident,Non-corridor,North Zone 2,Chikkabanavara,unknown,18.0,5.0,11.0,1,0,Low,False,
unplanned,vehicle_breakdown,Non-corridor,Central Zone 1,Halasur,bmtc_bus,5.0,2.0,1.0,0,1,Low,False,38.401426900000004
unplanned,vehicle_breakdown,ORR North 1,Central Zone 1,Banaswadi,others,6.0,2.0,1.0,0,1,High,False,22.08807725
unplanned,vehicle_breakdown,ORR North 1,East Zone 2,Banaswadi,truck,4.0,2.0,1.0,0,0,High,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,No Police Station,lcv,5.0,2.0,1.0,0,1,Low,False,
planned,construction,Non-corridor,North Zone 1,Hebbala,unknown,0.0,5.0,12.0,1,0,Low,True,
planned,public_event,Non-corridor,South Zone 2,Mico Layout,unknown,7.0,1.0,1.0,0,1,Low,True,
planned,construction,Non-corridor,South Zone 1,Thalagattapura,unknown,8.0,1.0,1.0,0,0,Low,False,
unplanned,vehicle_breakdown,ORR East 2,East Zone 2,K.R. Pura,bmtc_bus,19.0,5.0,11.0,1,1,High,False,72.49902041666665
planned,construction,ORR East 2,East Zone 1,HAL Old Airport,unknown,20.0,1.0,1.0,0,1,High,False,
unplanned,accident,Non-corridor,South Zone 1,Thalagattapura,unknown,20.0,5.0,11.0,1,1,Low,False,
planned,construction,ORR East 2,East Zone 1,HAL Old Airport,unknown,21.0,5.0,11.0,1,1,High,False,
unplanned,vehicle_breakdown,Bellary Road 1,West Zone 2,Sadashivanagar,private_car,22.0,5.0,11.0,1,1,High,False,40.69936873333334
unplanned,vehicle_breakdown,Bellary Road 2,unknown,Yelahanka,heavy_vehicle,12.0,0.0,1.0,0,0,High,False,43.00044726666667
unplanned,others,Non-corridor,unknown,No Police Station,unknown,4.0,5.0,12.0,1,0,Low,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,No Police Station,heavy_vehicle,20.0,5.0,11.0,1,1,Low,False,
unplanned,others,Non-corridor,unknown,No Police Station,unknown,4.0,5.0,12.0,1,0,Low,False,
unplanned,water_logging,Non-corridor,unknown,HAL Old Airport,unknown,20.0,0.0,1.0,0,1,Low,False,111033.35087531667
planned,construction,Non-corridor,East Zone 2,Hennuru,unknown,19.0,2.0,1.0,0,1,Low,True,6237.622645016667
unplanned,vehicle_breakdown,ORR East 1,unknown,HAL Old Airport,bmtc_bus,20.0,0.0,1.0,0,1,High,False,12.876541900000001
unplanned,vehicle_breakdown,Non-corridor,unknown,Kamakshipalya,heavy_vehicle,21.0,0.0,1.0,0,1,Low,False,52.71905041666666
unplanned,vehicle_breakdown,ORR East 2,unknown,HAL Old Airport,heavy_vehicle,19.0,0.0,1.0,0,1,High,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,Thalagattapura,ksrtc_bus,21.0,0.0,1.0,0,1,Low,False,62.614986433333335
unplanned,construction,Non-corridor,unknown,Hennuru,unknown,20.0,0.0,1.0,0,1,Low,False,1436.9409212833334
unplanned,vehicle_breakdown,ORR North 2,North Zone 2,Jalahalli,others,0.0,6.0,11.0,1,0,High,False,
unplanned,others,Bellary Road 1,North Zone 2,Kodigehalli,unknown,2.0,6.0,11.0,1,0,High,False,185.81082023333332
unplanned,accident,Non-corridor,unknown,Jnanabharathi,unknown,20.0,0.0,1.0,0,1,Low,False,
planned,construction,ORR East 2,East Zone 1,HAL Old Airport,unknown,20.0,4.0,12.0,0,1,High,False,
unplanned,vehicle_breakdown,Bellary Road 1,North Zone 2,R.T. Nagar,ksrtc_bus,2.0,6.0,11.0,1,0,High,False,
unplanned,vehicle_breakdown,Non-corridor,East Zone 1,Whitefield,heavy_vehicle,10.0,5.0,12.0,1,0,Low,False,32.470111116666665
unplanned,vehicle_breakdown,Bellary Road 2,North Zone 2,Yelahanka,taxi,20.0,2.0,1.0,0,1,High,False,74.9959374
unplanned,vehicle_breakdown,Non-corridor,East Zone 1,Whitefield,bmtc_bus,11.0,5.0,12.0,1,0,Low,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,Kengeri,truck,13.0,5.0,12.0,1,0,Low,True,
unplanned,others,Bellary Road 1,North Zone 2,Hebbala,unknown,6.0,6.0,11.0,1,1,High,False,
unplanned,others,Bellary Road 1,North Zone 2,Hebbala,unknown,6.0,6.0,11.0,1,1,High,False,
planned,construction,ORR East 2,East Zone 1,HAL Old Airport,unknown,21.0,2.0,1.0,0,1,High,False,
unplanned,procession,Magadi Road,West Zone 1,Kamakshipalya,unknown,8.0,6.0,11.0,1,0,High,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,Chikkabanavara,bmtc_bus,21.0,2.0,1.0,0,1,Low,False,14.4955594
unplanned,vehicle_breakdown,Bellary Road 2,North Zone 2,Yelahanka,heavy_vehicle,20.0,2.0,1.0,0,1,High,False,68.20895490000001
unplanned,construction,Non-corridor,North Zone 2,Yelahanka,unknown,20.0,5.0,12.0,1,1,Low,False,7661.4715138
unplanned,vehicle_breakdown,Bellary Road 1,unknown,Sadashivanagar,heavy_vehicle,20.0,0.0,1.0,0,1,High,False,
unplanned,vehicle_breakdown,Non-corridor,North Zone 2,Chikkabanavara,heavy_vehicle,12.0,6.0,11.0,1,0,Low,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,Whitefield,bmtc_bus,21.0,0.0,1.0,0,1,Low,False,
unplanned,vehicle_breakdown,Non-corridor,West Zone 1,Peenya,heavy_vehicle,12.0,6.0,11.0,1,0,Low,False,
unplanned,vehicle_breakdown,Bellary Road 1,West Zone 2,Sadashivanagar,heavy_vehicle,23.0,2.0,1.0,0,0,High,False,
planned,construction,Non-corridor,North Zone 2,Kodigehalli,unknown,21.0,1.0,12.0,0,1,Low,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,No Police Station,truck,21.0,2.0,1.0,0,1,Low,False,
unplanned,others,Non-corridor,West Zone 1,Jnanabharathi,unknown,19.0,6.0,11.0,1,1,Low,False,392.16103275
unplanned,others,ORR North 1,North Zone 1,Hebbala,unknown,23.0,2.0,1.0,0,0,High,False,
planned,construction,Non-corridor,South Zone 1,K.S. Layout,unknown,23.0,5.0,12.0,1,0,Low,False,20735.9101073
unplanned,vehicle_breakdown,Bellary Road 1,North Zone 1,Hebbala,heavy_vehicle,20.0,6.0,11.0,1,1,High,True,83.15135861666666
unplanned,vehicle_breakdown,Bellary Road 1,Central Zone 2,High ground,others,23.0,2.0,1.0,0,0,High,False,40.08785518333333
unplanned,vehicle_breakdown,Bellary Road 1,Central Zone 2,High ground,taxi,21.0,6.0,11.0,1,1,High,False,85.08149098333334
unplanned,vehicle_breakdown,Bellary Road 1,West Zone 2,Sadashivanagar,bmtc_bus,1.0,3.0,1.0,0,0,High,False,65.8663165
unplanned,vehicle_breakdown,Non-corridor,West Zone 1,Peenya,lcv,21.0,6.0,11.0,1,1,Low,False,102.04546606666666
unplanned,vehicle_breakdown,ORR North 2,North Zone 2,Kodigehalli,truck,22.0,2.0,1.0,0,1,High,False,
unplanned,others,Airport New South Road,East Zone 2,Hennuru,unknown,1.0,3.0,1.0,0,0,High,False,16.642737933333333
unplanned,vehicle_breakdown,ORR West 1,South Zone 1,Banashankari,others,22.0,6.0,11.0,1,1,High,False,
unplanned,pot_holes,ORR North 1,East Zone 2,Mahadevapura,unknown,22.0,0.0,12.0,0,1,High,False,50612.1207621
unplanned,pot_holes,Non-corridor,unknown,Mahadevapura,unknown,1.0,1.0,1.0,0,0,Low,False,106886.48712363333
unplanned,congestion,Non-corridor,Central Zone 2,R.T. Nagar,unknown,23.0,6.0,11.0,1,0,Low,False,
unplanned,vehicle_breakdown,ORR East 2,unknown,Banaswadi,bmtc_bus,1.0,1.0,1.0,0,0,High,False,6.547450666666666
unplanned,tree_fall,Non-corridor,North Zone 1,Kodigehalli,unknown,2.0,3.0,1.0,0,0,Low,True,
unplanned,vehicle_breakdown,Non-corridor,East Zone 2,K.R. Pura,bmtc_bus,23.0,6.0,11.0,1,0,Low,False,41.68275345
unplanned,vehicle_breakdown,Non-corridor,East Zone 1,Whitefield,heavy_vehicle,23.0,6.0,11.0,1,0,Low,False,40.976809116666665
planned,public_event,West of Chord Road,West Zone 2,Malleshwaram,unknown,0.0,0.0,11.0,0,0,High,False,
unplanned,vehicle_breakdown,Bellary Road 2,unknown,Yelahanka,heavy_vehicle,3.0,1.0,1.0,0,0,High,False,
unplanned,vehicle_breakdown,Magadi Road,West Zone 1,Kamakshipalya,bmtc_bus,3.0,0.0,11.0,0,0,High,False,60.05368791666667
planned,procession,Magadi Road,West Zone 1,Kamakshipalya,unknown,,,,0,0,High,False,
unplanned,road_conditions,Bannerghata Road,South Zone 1,Hulimavu,unknown,3.0,6.0,12.0,1,0,High,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,No Police Station,lcv,6.0,1.0,1.0,0,1,Low,False,
unplanned,construction,ORR North 2,unknown,Kodigehalli,unknown,6.0,1.0,1.0,0,1,High,False,
planned,public_event,Non-corridor,West Zone 1,Kamakshipalya,unknown,,,,0,0,Low,True,
unplanned,vehicle_breakdown,Bellary Road 1,unknown,R.T. Nagar,others,4.0,1.0,1.0,0,0,High,False,
unplanned,vehicle_breakdown,Non-corridor,East Zone 2,K.R. Pura,lcv,4.0,6.0,12.0,1,0,Low,False,7.317652333333333
unplanned,vehicle_breakdown,Non-corridor,East Zone 2,Mahadevapura,taxi,19.0,0.0,11.0,0,1,Low,False,99.16390298333334
planned,public_event,Non-corridor,West Zone 1,Kamakshipalya,unknown,5.0,6.0,12.0,1,1,Low,True,
unplanned,accident,Non-corridor,unknown,Hennuru,unknown,6.0,1.0,1.0,0,1,Low,False,
unplanned,vehicle_breakdown,ORR North 2,North Zone 2,Jalahalli,truck,5.0,6.0,12.0,1,1,High,False,9.211240083333333
unplanned,vehicle_breakdown,Non-corridor,unknown,Madiwala,others,8.0,1.0,1.0,0,0,Low,False,
unplanned,vehicle_breakdown,ORR North 2,North Zone 2,Jalahalli,others,5.0,6.0,12.0,1,1,High,False,11.609703566666667
unplanned,vehicle_breakdown,Non-corridor,North Zone 2,Jalahalli,heavy_vehicle,5.0,6.0,12.0,1,1,Low,False,10.431269066666665
unplanned,vehicle_breakdown,ORR North 1,North Zone 1,Hebbala,private_car,6.0,6.0,12.0,1,1,High,False,16.300484133333335
unplanned,vehicle_breakdown,Bellary Road 1,Central Zone 2,Sheshadripuram,private_car,23.0,0.0,11.0,0,0,High,False,
unplanned,vehicle_breakdown,Non-corridor,West Zone 1,Peenya,lcv,4.0,3.0,1.0,0,0,Low,False,
unplanned,others,Non-corridor,West Zone 1,Rajajinagar,unknown,23.0,0.0,11.0,0,0,Low,False,
planned,vip_movement,Non-corridor,unknown,Hennuru,unknown,4.0,1.0,11.0,0,0,Low,False,
planned,construction,Non-corridor,unknown,No Police Station,unknown,23.0,0.0,11.0,0,0,Low,False,
unplanned,vehicle_breakdown,Bellary Road 1,Central Zone 2,Sheshadripuram,private_car,23.0,0.0,11.0,0,0,High,False,
unplanned,others,ORR North 2,North Zone 2,Jalahalli,unknown,2.0,1.0,11.0,0,0,High,False,13.802722683333334
unplanned,vehicle_breakdown,Non-corridor,West Zone 1,Jnanabharathi,heavy_vehicle,2.0,1.0,11.0,0,0,Low,False,
planned,construction,ORR East 2,unknown,HAL Old Airport,unknown,21.0,0.0,1.0,0,1,High,False,
unplanned,vehicle_breakdown,Non-corridor,West Zone 1,Jnanabharathi,heavy_vehicle,2.0,1.0,11.0,0,0,Low,False,
unplanned,vehicle_breakdown,Bellary Road 1,West Zone 2,Sadashivanagar,ksrtc_bus,11.0,3.0,1.0,0,0,High,False,
unplanned,vehicle_breakdown,Non-corridor,West Zone 1,Rajajinagar,heavy_vehicle,5.0,1.0,11.0,0,1,Low,False,
unplanned,vehicle_breakdown,Non-corridor,East Zone 2,Mahadevapura,heavy_vehicle,18.0,6.0,12.0,1,0,Low,False,168.7313624
unplanned,vehicle_breakdown,Non-corridor,North Zone 2,Yeshwanthpura,bmtc_bus,8.0,1.0,11.0,0,0,Low,False,
unplanned,vehicle_breakdown,Magadi Road,West Zone 2,Kamakshipalya,bmtc_bus,8.0,1.0,11.0,0,0,High,False,79.66424116666667
unplanned,vehicle_breakdown,Bellary Road 1,West Zone 2,Sadashivanagar,others,21.0,6.0,12.0,1,1,High,False,40.299746033333335
unplanned,vehicle_breakdown,ORR East 2,East Zone 2,Banaswadi,heavy_vehicle,18.0,6.0,12.0,1,0,High,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,No Police Station,heavy_vehicle,20.0,3.0,1.0,0,1,Low,False,
unplanned,accident,Non-corridor,unknown,Devanahalli Airport,unknown,11.0,1.0,11.0,0,0,Low,False,
unplanned,vehicle_breakdown,ORR North 2,North Zone 1,Kodigehalli,heavy_vehicle,20.0,3.0,1.0,0,1,High,False,
unplanned,procession,Non-corridor,North Zone 2,Yelahanka,unknown,22.0,6.0,12.0,1,1,Low,False,
unplanned,accident,ORR North 1,Central Zone 1,Banaswadi,unknown,18.0,1.0,11.0,0,0,High,False,
planned,construction,Non-corridor,North Zone 2,Kodigehalli,unknown,,,,0,0,Low,False,
planned,construction,Bannerghata Road,South Zone 2,J.P. Nagar,unknown,23.0,3.0,1.0,0,0,High,False,
unplanned,congestion,Non-corridor,East Zone 1,Whitefield,unknown,23.0,6.0,12.0,1,0,Low,False,
unplanned,others,Non-corridor,East Zone 2,Banaswadi,unknown,20.0,1.0,11.0,0,1,Low,False,
unplanned,vehicle_breakdown,Non-corridor,unknown,Whitefield,truck,0.0,0.0,12.0,0,0,Low,False,45.618598600000006
unplanned,vehicle_breakdown,Non-corridor,unknown,No Police Station,heavy_vehicle,22.0,6.0,12.0,1,1,Low,False,
unplanned,vehicle_breakdown,Tumkur Road,West Zone 1,Yeshwanthpura,heavy_vehicle,0.0,0.0,12.0,0,0,High,False,
unplanned,procession,Non-corridor,North Zone 2,Yelahanka,unknown,4.0,0.0,12.0,0,0,Low,False,
unplanned,vehicle_breakdown,ORR North 2,North Zone 2,Jalahalli,lcv,0.0,2.0,11.0,0,0,High,False,26.215256266666664
unplanned,vehicle_breakdown,Hennur Main Road,North Zone 2,Chikkajala,heavy_vehicle,4.0,0.0,12.0,0,0,High,False,
planned,procession,Non-corridor,North Zone 2,Yelahanka,unknown,4.0,0.0,12.0,0,0,Low,True,
unplanned,vehicle_breakdown,Bellary Road 2,unknown,Yelahanka,taxi,22.0,1.0,11.0,0,1,High,False,
unplanned,vehicle_breakdown,Non-corridor,East Zone 2,K.R. Pura,others,23.0,1.0,11.0,0,0,Low,False,
planned,procession,Non-corridor,South Zone 2,Mico Layout,unknown,3.0,0.0,12.0,0,0,Low,False,
unplanned,vehicle_breakdown,Bellary Road 1,North Zone 2,Kodigehalli,heavy_vehicle,3.0,2.0,11.0,0,0,High,False,61.22423801666666
unplanned,vehicle_breakdown,Bellary Road 1,Central Zone 2,High ground,bmtc_bus,6.0,0.0,12.0,0,1,High,False,
unplanned,pot_holes,ORR East 1,East Zone 1,HAL Old Airport,unknown,4.0,2.0,11.0,0,0,High,False,1319.2296099500002
unplanned,vehicle_breakdown,Non-corridor,unknown,Devanahalli Airport,lcv,7.0,0.0,12.0,0,1,Low,False,
unplanned,others,Non-corridor,West Zone 1,Rajajinagar,unknown,8.0,0.0,12.0,0,0,Low,False,
